fixture.id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away
672809,,UTC,2021-03-03T16:00:00+00:00,1614787200,,,1442.0,Stadion Stožice,Ljubljana,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,16393,Olimpija U19,https://media.api-sports.io/football/teams/16393.png,,16387,Celta de Vigo U19,https://media.api-sports.io/football/teams/16387.png,,,,,,,,,,,
672810,,UTC,2021-03-03T13:00:00+00:00,1614776400,,,,Neo GSP,Levkosía,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7880,APOEL U19,https://media.api-sports.io/football/teams/7880.png,,7939,Viitorul U19,https://media.api-sports.io/football/teams/7939.png,,,,,,,,,,,
672811,,UTC,2021-03-02T12:30:00+00:00,1614688200,,,2160.0,Stadiumi Loni Papuçiu,Fieri,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,16386,Apolonia U19,https://media.api-sports.io/football/teams/16386.png,,16390,Győri ETO U19,https://media.api-sports.io/football/teams/16390.png,,,,,,,,,,,
672812,,UTC,2021-03-03T14:00:00+00:00,1614780000,,,,Stadion Hitrec Kacian,Zagreb,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7896,Dinamo Zagreb U19,https://media.api-sports.io/football/teams/7896.png,,16395,Rosenborg U19,https://media.api-sports.io/football/teams/16395.png,,,,,,,,,,,
672813,,UTC,2021-03-02T00:00:00+00:00,1614643200,,,1506.0,Tele2 Arena,Stockholm,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7982,Hammarby U19,https://media.api-sports.io/football/teams/7982.png,,16396,Waterford U19,https://media.api-sports.io/football/teams/16396.png,,,,,,,,,,,
672814,,UTC,2021-03-02T10:00:00+00:00,1614679200,,,,Necmi Kadıoğlu Stadyumu,İstanbul,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7900,Galatasaray U19,https://media.api-sports.io/football/teams/7900.png,,16384,AZ U19,https://media.api-sports.io/football/teams/16384.png,,,,,,,,,,,
672815,,UTC,2021-03-02T18:00:00+00:00,1614708000,,,1399.0,The Energy Check Stadium,Glasgow,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7925,Rangers U19,https://media.api-sports.io/football/teams/7925.png,,10265,Köln U19,https://media.api-sports.io/football/teams/10265.png,,,,,,,,,,,
672816,,UTC,2021-03-02T16:00:00+00:00,1614700800,,,634.0,Stade Raymond-Kopa,Angers,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,16385,Angers U19,https://media.api-sports.io/football/teams/16385.png,,7894,Crvena Zvezda U19,https://media.api-sports.io/football/teams/7894.png,,,,,,,,,,,
672817,,UTC,2021-03-03T14:00:00+00:00,1614780000,,,,B-Veld Racing Genk,Genk,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7901,Genk U19,https://media.api-sports.io/football/teams/7901.png,,7972,Žilina U19,https://media.api-sports.io/football/teams/7972.png,,,,,,,,,,,
672818,,UTC,2021-03-02T13:00:00+00:00,1614690000,,,10549.0,Stadion Prosek,Praha,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7995,Sparta Praha U19,https://media.api-sports.io/football/teams/7995.png,,7888,Benfica U19,https://media.api-sports.io/football/teams/7888.png,,,,,,,,,,,
672819,,UTC,2021-02-24T15:00:00+00:00,1614178800,,,7266.0,Leichtathletik-Stadion St. Jakob,Basel,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7950,Basel U19,https://media.api-sports.io/football/teams/7950.png,,16392,Odense U19,https://media.api-sports.io/football/teams/16392.png,,,,,,,,,,,
672820,,UTC,2021-03-02T16:00:00+00:00,1614700800,,,,Malaya Sportivnaya Arena,Tiraspol,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7930,Sheriff U19,https://media.api-sports.io/football/teams/7930.png,,7984,Kairat U19,https://media.api-sports.io/football/teams/7984.png,,,,,,,,,,,
672821,,UTC,2021-03-02T11:00:00+00:00,1614682800,,,1825.0,Arena Chertanovo,Moskva,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,15176,Chertanovo U20,https://media.api-sports.io/football/teams/15176.png,,7989,Maccabi Haifa U19,https://media.api-sports.io/football/teams/7989.png,,,,,,,,,,,
672822,,UTC,2021-03-03T12:00:00+00:00,1614772800,,,163.0,Stadion FK Minsk,Minsk,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,16388,Dinamo Minsk U19,https://media.api-sports.io/football/teams/16388.png,,7911,Ludogorets U19,https://media.api-sports.io/football/teams/7911.png,,,,,,,,,,,
672823,,UTC,2021-03-04T12:30:00+00:00,1614861000,,,,Trening centar Petar Miloševski,Skopje,Match Cancelled,CANC,,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2020,Group Stage,7931,Shkendija U19,https://media.api-sports.io/football/teams/7931.png,,7923,Qabala U19,https://media.api-sports.io/football/teams/7923.png,,,,,,,,,,,
788474,C. Jäger,UTC,2021-09-29T16:00:00+00:00,1632931200,1632931200.0,1632934800.0,1256.0,Stadion Miejski im. Floriana Krygiera,Szczecin,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17699,Pogoń Szczecin U19,https://media.api-sports.io/football/teams/17699.png,True,17696,Deportivo Coruña U19,https://media.api-sports.io/football/teams/17696.png,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
788475,B. Van Driessche,UTC,2021-10-20T18:00:00+00:00,1634752800,1634752800.0,1634756400.0,,Estadio Abanca-Riazor,La Coruña,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17696,Deportivo Coruña U19,https://media.api-sports.io/football/teams/17696.png,True,17699,Pogoń Szczecin U19,https://media.api-sports.io/football/teams/17699.png,False,4.0,0.0,3.0,0.0,4.0,0.0,,,,
788476,N. Laforge,UTC,2021-09-29T14:00:00+00:00,1632924000,1632924000.0,1632927600.0,802.0,Hidegkuti Nándor Stadion,Budapest,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7912,MTK U19,https://media.api-sports.io/football/teams/7912.png,True,7995,Sparta Praha U19,https://media.api-sports.io/football/teams/7995.png,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
788477,L. Bilbija,UTC,2021-10-20T12:00:00+00:00,1634731200,1634731200.0,1634734800.0,2511.0,eFotbal aréna,Praha,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7995,Sparta Praha U19,https://media.api-sports.io/football/teams/7995.png,,7912,MTK U19,https://media.api-sports.io/football/teams/7912.png,,3.0,3.0,1.0,1.0,3.0,3.0,,,,
788478,F. San,UTC,2021-09-29T16:00:00+00:00,1632931200,1632931200.0,1632934800.0,769.0,Kaftanzoglio Stadio,Thessaloníki,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7920,PAOK U19,https://media.api-sports.io/football/teams/7920.png,False,7972,Žilina U19,https://media.api-sports.io/football/teams/7972.png,True,1.0,5.0,1.0,2.0,1.0,5.0,,,,
788479,D. Dmitriev,UTC,2021-10-20T14:30:00+00:00,1634740200,1634740200.0,1634743800.0,2359.0,Štadión Pod Dubňom,Žilina,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7972,Žilina U19,https://media.api-sports.io/football/teams/7972.png,True,7920,PAOK U19,https://media.api-sports.io/football/teams/7920.png,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
788480,N. Popov,UTC,2021-09-30T12:00:00+00:00,1633003200,1633003200.0,1633006800.0,,Trening centar Petar Miloševski,Skopje,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7931,Shkendija U19,https://media.api-sports.io/football/teams/7931.png,False,17697,Hajduk Split U19,https://media.api-sports.io/football/teams/17697.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
788481,C. Ciochirca,UTC,2021-10-20T15:00:00+00:00,1634742000,1634742000.0,1634745600.0,413.0,Stadion Poljud,Split,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17697,Hajduk Split U19,https://media.api-sports.io/football/teams/17697.png,True,7931,Shkendija U19,https://media.api-sports.io/football/teams/7931.png,False,3.0,1.0,2.0,1.0,3.0,1.0,,,,
788482,O. Pechanec,UTC,2021-09-29T11:00:00+00:00,1632913200,1632913200.0,1632916800.0,11512.0,Slokas Stadionā,Jūrmala,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17694,BFC Daugavpils U19,https://media.api-sports.io/football/teams/17694.png,False,7916,Minsk U19,https://media.api-sports.io/football/teams/7916.png,True,0.0,4.0,0.0,2.0,0.0,4.0,,,,
788483,H. Nalbandyan,UTC,2021-10-20T11:00:00+00:00,1634727600,1634727600.0,1634731200.0,163.0,Stadion FK Minsk,Minsk,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7916,Minsk U19,https://media.api-sports.io/football/teams/7916.png,True,17694,BFC Daugavpils U19,https://media.api-sports.io/football/teams/17694.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
788484,D. Jakimovski,UTC,2021-09-29T13:00:00+00:00,1632920400,1632920400.0,1632924000.0,,AEK Arena - George Karapatakis,Larnaca,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7880,APOEL U19,https://media.api-sports.io/football/teams/7880.png,,7984,Kairat U19,https://media.api-sports.io/football/teams/7984.png,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
788485,V. Banari,UTC,2021-10-20T11:00:00+00:00,1634727600,1634727600.0,1634731200.0,,Ortalıq Stadion,Almaty,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7984,Kairat U19,https://media.api-sports.io/football/teams/7984.png,True,7880,APOEL U19,https://media.api-sports.io/football/teams/7880.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
788486,Luis Teixeira,UTC,2021-09-28T16:00:00+00:00,1632844800,1632844800.0,1632848400.0,1030.0,Vilniaus LFF stadionas,Vilnius,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17704,Žalgiris U19,https://media.api-sports.io/football/teams/17704.png,False,7989,Maccabi Haifa U19,https://media.api-sports.io/football/teams/7989.png,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
788487,M. Skoulas,UTC,2021-10-20T14:00:00+00:00,1634738400,1634738400.0,1634742000.0,11941.0,Netanya Stadium,Netanya,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7989,Maccabi Haifa U19,https://media.api-sports.io/football/teams/7989.png,True,17704,Žalgiris U19,https://media.api-sports.io/football/teams/17704.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
788488,M. Zebec,UTC,2021-09-29T16:00:00+00:00,1632931200,1632931200.0,1632934800.0,6476.0,Franz-Kremer-Stadion,Köln,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,10265,Köln U19,https://media.api-sports.io/football/teams/10265.png,False,7901,Genk U19,https://media.api-sports.io/football/teams/7901.png,True,2.0,4.0,1.0,3.0,2.0,4.0,,,,
788489,R. Jenkins,UTC,2021-10-19T16:00:00+00:00,1634659200,1634659200.0,1634662800.0,,B-Veld Racing Genk,Genk,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7901,Genk U19,https://media.api-sports.io/football/teams/7901.png,True,10265,Köln U19,https://media.api-sports.io/football/teams/10265.png,False,3.0,1.0,1.0,1.0,3.0,1.0,,,,
788490,F. Karakó,UTC,2021-09-29T14:00:00+00:00,1632924000,1632924000.0,1632927600.0,305.0,Stadion Slavija,Sofia,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7968,Septemvri Sofia U19,https://media.api-sports.io/football/teams/7968.png,True,17693,Akademia Futbollit U19,https://media.api-sports.io/football/teams/17693.png,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
788491,I. Stojchevski,UTC,2021-10-19T12:30:00+00:00,1634646600,1634646600.0,1634650200.0,2.0,Elbasan Arena,Elbasan,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17693,Akademia Futbollit U19,https://media.api-sports.io/football/teams/17693.png,,7968,Septemvri Sofia U19,https://media.api-sports.io/football/teams/7968.png,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
788492,J. Šabotić,UTC,2021-09-29T13:00:00+00:00,1632920400,1632920400.0,1632924000.0,2185.0,Novi Gradski Stadion,Ugljevik,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17703,Zvijezda Bijeljina U19,https://media.api-sports.io/football/teams/17703.png,False,17701,Trabzonspor U19,https://media.api-sports.io/football/teams/17701.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
788493,G. Davidov,UTC,2021-10-20T11:00:00+00:00,1634727600,1634727600.0,1634731200.0,,Ortahisar Yavuz Selim Stadı,Trabzon,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17701,Trabzonspor U19,https://media.api-sports.io/football/teams/17701.png,True,17703,Zvijezda Bijeljina U19,https://media.api-sports.io/football/teams/17703.png,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
788494,M. Milanović,UTC,2021-09-29T17:00:00+00:00,1632934800,1632934800.0,1632938400.0,1440.0,Športni Park,Domžale,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7897,Domžale U19,https://media.api-sports.io/football/teams/7897.png,False,15664,Empoli U19,https://media.api-sports.io/football/teams/15664.png,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
788495,G. Bogár,UTC,2021-10-20T17:00:00+00:00,1634749200,1634749200.0,1634752800.0,896.0,Stadio Carlo Castellani,Empoli,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,15664,Empoli U19,https://media.api-sports.io/football/teams/15664.png,,7897,Domžale U19,https://media.api-sports.io/football/teams/7897.png,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
788496,V. Kopievskiy,UTC,2021-09-29T13:00:00+00:00,1632920400,1632920400.0,1632924000.0,158.0,Şəhər stadionu,Qəbələ,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7923,Qabala U19,https://media.api-sports.io/football/teams/7923.png,False,16384,AZ U19,https://media.api-sports.io/football/teams/16384.png,True,0.0,4.0,0.0,1.0,0.0,4.0,,,,
788497,D. Bel,UTC,2021-10-19T15:00:00+00:00,1634655600,1634655600.0,1634659200.0,1136.0,AFAS Trainingscomplex,Wijdewormer,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,16384,AZ U19,https://media.api-sports.io/football/teams/16384.png,True,7923,Qabala U19,https://media.api-sports.io/football/teams/7923.png,False,7.0,0.0,4.0,0.0,7.0,0.0,,,,
788498,E. Hamiti,UTC,2021-09-29T15:00:00+00:00,1632927600,1632927600.0,1632931200.0,4607.0,Stadionul Municipal,Miercurea Ciuc,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17695,Csikszereda U19,https://media.api-sports.io/football/teams/17695.png,False,16385,Angers U19,https://media.api-sports.io/football/teams/16385.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
788499,N. Neokleous,UTC,2021-10-20T16:00:00+00:00,1634745600,1634745600.0,1634749200.0,634.0,Stade Raymond-Kopa,Angers,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,16385,Angers U19,https://media.api-sports.io/football/teams/16385.png,True,17695,Csikszereda U19,https://media.api-sports.io/football/teams/17695.png,False,3.0,0.0,0.0,0.0,3.0,0.0,,,,
788500,A. Diamantopoulos,UTC,2021-09-28T18:30:00+00:00,1632853800,1632853800.0,1632857400.0,2905.0,The C&G Systems Stadium,Dumbarton,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7925,Rangers U19,https://media.api-sports.io/football/teams/7925.png,True,7982,Hammarby U19,https://media.api-sports.io/football/teams/7982.png,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
788501,K. Hagenes,UTC,2021-10-20T17:00:00+00:00,1634749200,1634749200.0,1634752800.0,1506.0,Tele2 Arena,Stockholm,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7982,Hammarby U19,https://media.api-sports.io/football/teams/7982.png,False,7925,Rangers U19,https://media.api-sports.io/football/teams/7925.png,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
788502,T. Owen,UTC,2021-09-30T16:00:00+00:00,1633017600,1633017600.0,1633021200.0,1190.0,Lerkendal Stadion,Trondheim,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,16395,Rosenborg U19,https://media.api-sports.io/football/teams/16395.png,False,7915,Midtjylland U19,https://media.api-sports.io/football/teams/7915.png,True,2.0,4.0,1.0,1.0,2.0,4.0,,,,
788503,K. Kennedy,UTC,2021-10-19T13:30:00+00:00,1634650200,1634650200.0,1634653800.0,,Wunderelf Arena,Ikast,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7915,Midtjylland U19,https://media.api-sports.io/football/teams/7915.png,True,16395,Rosenborg U19,https://media.api-sports.io/football/teams/16395.png,False,10.0,1.0,3.0,1.0,10.0,1.0,,,,
788504,I. Kristjánsson,UTC,2021-09-29T18:45:00+00:00,1632941100,1632941100.0,1632944700.0,2628.0,Richmond Park,Dublin,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,17700,St Patrick's U19,https://media.api-sports.io/football/teams/17700.png,False,7894,Crvena Zvezda U19,https://media.api-sports.io/football/teams/7894.png,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
788505,M. Lukjančukas,UTC,2021-10-20T15:00:00+00:00,1634742000,1634742000.0,1634745600.0,1411.0,Stadion na Banovom brdu,Beograd,Match Finished,FT,90.0,14,UEFA Youth League,World,https://media.api-sports.io/football/leagues/14.png,,2021,Group Stage,7894,Crvena Zvezda U19,https://media.api-sports.io/football/teams/7894.png,True,17700,St Patrick's U19,https://media.api-sports.io/football/teams/17700.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
